# Q2	W	cross_section	error
2.000000e+00	1.840000e+00	6.199227e-03	1.395690e-04
2.000000e+00	1.830000e+00	6.067271e-03	1.406024e-04
2.000000e+00	1.820000e+00	5.929201e-03	1.416826e-04
2.000000e+00	1.810000e+00	5.792495e-03	1.423787e-04
2.000000e+00	1.800000e+00	5.654143e-03	1.429020e-04
2.000000e+00	1.790000e+00	5.578815e-03	1.446435e-04
2.000000e+00	1.780000e+00	5.551089e-03	1.469635e-04
2.000000e+00	1.770000e+00	5.670275e-03	1.500015e-04
2.000000e+00	1.760000e+00	5.811302e-03	1.558413e-04
2.000000e+00	1.750000e+00	5.962483e-03	1.621263e-04
2.000000e+00	1.740000e+00	6.146916e-03	1.684608e-04
2.000000e+00	1.730000e+00	6.280010e-03	1.749343e-04
2.000000e+00	1.720000e+00	6.287733e-03	1.824012e-04
2.000000e+00	1.710000e+00	6.228456e-03	1.894752e-04
2.000000e+00	1.700000e+00	5.963264e-03	1.898050e-04
2.000000e+00	1.690000e+00	5.568768e-03	1.882177e-04
2.000000e+00	1.680000e+00	4.569744e-03	1.847342e-04
2.000000e+00	1.670000e+00	3.964193e-03	1.806158e-04
2.000000e+00	1.660000e+00	3.496607e-03	1.766385e-04
2.000000e+00	1.650000e+00	3.211604e-03	1.712767e-04
2.000000e+00	1.640000e+00	3.048494e-03	1.657222e-04
2.000000e+00	1.630000e+00	2.937801e-03	1.641760e-04
2.000000e+00	1.620000e+00	2.931088e-03	1.634065e-04
2.000000e+00	1.610000e+00	2.943916e-03	1.595157e-04
2.000000e+00	1.600000e+00	2.985817e-03	1.582803e-04
2.000000e+00	1.590000e+00	2.975248e-03	1.597807e-04
2.000000e+00	1.580000e+00	2.975137e-03	1.620485e-04
2.000000e+00	1.570000e+00	2.899455e-03	1.642793e-04
2.000000e+00	1.560000e+00	2.868713e-03	1.697872e-04
2.000000e+00	1.550000e+00	2.745979e-03	1.764886e-04
2.000000e+00	1.540000e+00	2.615638e-03	1.825566e-04
2.000000e+00	1.530000e+00	2.476542e-03	1.896842e-04
2.000000e+00	1.520000e+00	2.312591e-03	1.989563e-04
2.000000e+00	1.510000e+00	2.081543e-03	2.050570e-04
2.000000e+00	1.500000e+00	1.816696e-03	2.019497e-04
2.000000e+00	1.490000e+00	1.176671e-03	1.886414e-04
2.000000e+00	1.480000e+00	1.144157e-03	1.767596e-04
2.000000e+00	1.470000e+00	1.125052e-03	1.714933e-04
2.000000e+00	1.460000e+00	1.048534e-03	1.655308e-04
2.000000e+00	1.450000e+00	9.518911e-04	1.587150e-04
2.000000e+00	1.440000e+00	8.320689e-04	1.552598e-04
2.000000e+00	1.430000e+00	6.771465e-04	1.530327e-04
2.000000e+00	1.420000e+00	5.315726e-04	1.540717e-04
2.000000e+00	1.410000e+00	3.900251e-04	1.552111e-04
2.000000e+00	1.400000e+00	2.808061e-04	1.528335e-04
2.000000e+00	1.390000e+00	1.344325e-04	1.501755e-04
2.000000e+00	1.380000e+00	-9.651508e-06	1.506720e-04
2.000000e+00	1.370000e+00	-3.694645e-05	1.532220e-04
2.000000e+00	1.360000e+00	-3.691315e-06	1.497384e-04
2.000000e+00	1.350000e+00	1.085436e-04	1.488136e-04
2.000000e+00	1.340000e+00	2.331316e-04	1.528622e-04
2.000000e+00	1.330000e+00	3.057238e-04	1.528614e-04
2.000000e+00	1.320000e+00	3.775949e-04	1.515966e-04
2.000000e+00	1.310000e+00	4.617585e-04	1.435515e-04
2.000000e+00	1.300000e+00	5.179919e-04	1.318220e-04
2.000000e+00	1.290000e+00	5.458753e-04	1.313010e-04
2.000000e+00	1.280000e+00	6.039874e-04	1.351575e-04
2.000000e+00	1.270000e+00	5.758902e-04	1.399277e-04
2.000000e+00	1.260000e+00	6.066016e-04	1.468410e-04
2.000000e+00	1.250000e+00	6.642395e-04	1.399219e-04
2.000000e+00	1.240000e+00	6.484588e-04	1.285753e-04
2.000000e+00	1.230000e+00	6.481468e-04	1.272877e-04
2.000000e+00	1.220000e+00	4.982379e-04	1.228162e-04
2.000000e+00	1.210000e+00	5.028730e-04	1.177223e-04
2.000000e+00	1.200000e+00	4.793983e-04	1.077404e-04
2.000000e+00	1.190000e+00	4.185282e-04	9.094657e-05
2.000000e+00	1.180000e+00	3.426284e-04	7.791982e-05
2.000000e+00	1.170000e+00	2.560231e-04	6.863298e-05
2.000000e+00	1.160000e+00	2.525656e-04	5.924852e-05
2.000000e+00	1.150000e+00	2.004758e-04	5.205749e-05
2.000000e+00	1.140000e+00	2.115565e-04	4.800257e-05
2.000000e+00	1.130000e+00	1.596670e-04	4.316314e-05
2.000000e+00	1.120000e+00	1.219560e-04	3.605672e-05
2.000000e+00	1.110000e+00	8.565493e-05	2.875933e-05
2.000000e+00	1.100000e+00	7.513956e-05	2.396531e-05
2.250000e+00	2.000000e+00	5.283879e-03	7.399266e-05
2.250000e+00	1.990000e+00	5.282741e-03	7.450559e-05
2.250000e+00	1.980000e+00	5.267304e-03	7.531654e-05
2.250000e+00	1.970000e+00	5.238805e-03	7.625091e-05
2.250000e+00	1.960000e+00	5.210697e-03	7.725049e-05
2.250000e+00	1.950000e+00	5.175532e-03	7.846618e-05
2.250000e+00	1.940000e+00	5.119149e-03	7.950864e-05
2.250000e+00	1.930000e+00	5.048317e-03	8.043603e-05
2.250000e+00	1.920000e+00	4.964090e-03	8.139884e-05
2.250000e+00	1.910000e+00	4.880077e-03	8.270308e-05
2.250000e+00	1.900000e+00	4.771299e-03	8.383126e-05
2.250000e+00	1.890000e+00	4.658617e-03	8.450347e-05
2.250000e+00	1.880000e+00	4.539742e-03	8.505426e-05
2.250000e+00	1.870000e+00	4.413641e-03	8.541980e-05
2.250000e+00	1.860000e+00	4.282658e-03	8.559764e-05
2.250000e+00	1.850000e+00	4.165580e-03	8.593031e-05
2.250000e+00	1.840000e+00	4.070788e-03	8.645127e-05
2.250000e+00	1.830000e+00	3.977105e-03	8.703634e-05
2.250000e+00	1.820000e+00	3.890344e-03	8.740043e-05
2.250000e+00	1.810000e+00	3.810264e-03	8.773206e-05
2.250000e+00	1.800000e+00	3.727883e-03	8.867123e-05
2.250000e+00	1.790000e+00	3.671404e-03	9.006462e-05
2.250000e+00	1.780000e+00	3.657255e-03	9.182082e-05
2.250000e+00	1.770000e+00	3.717430e-03	9.465724e-05
2.250000e+00	1.760000e+00	3.788602e-03	9.809851e-05
2.250000e+00	1.750000e+00	3.871656e-03	1.016940e-04
2.250000e+00	1.740000e+00	3.977095e-03	1.049859e-04
2.250000e+00	1.730000e+00	4.054155e-03	1.082994e-04
2.250000e+00	1.720000e+00	4.067365e-03	1.123619e-04
2.250000e+00	1.710000e+00	4.028446e-03	1.153890e-04
2.250000e+00	1.700000e+00	3.884259e-03	1.149356e-04
2.250000e+00	1.690000e+00	3.643236e-03	1.131355e-04
2.250000e+00	1.680000e+00	3.032256e-03	1.114845e-04
2.250000e+00	1.670000e+00	2.660721e-03	1.099171e-04
2.250000e+00	1.660000e+00	2.366313e-03	1.076901e-04
2.250000e+00	1.650000e+00	2.188508e-03	1.063585e-04
2.250000e+00	1.640000e+00	2.092689e-03	1.070912e-04
2.250000e+00	1.630000e+00	2.039088e-03	1.072429e-04
2.250000e+00	1.620000e+00	2.042065e-03	1.064638e-04
2.250000e+00	1.610000e+00	2.048691e-03	1.059496e-04
2.250000e+00	1.600000e+00	2.073211e-03	1.058418e-04
2.250000e+00	1.590000e+00	2.053363e-03	1.066998e-04
2.250000e+00	1.580000e+00	2.049560e-03	1.096827e-04
2.250000e+00	1.570000e+00	2.003315e-03	1.136593e-04
2.250000e+00	1.560000e+00	1.976780e-03	1.186393e-04
2.250000e+00	1.550000e+00	1.894079e-03	1.239639e-04
2.250000e+00	1.540000e+00	1.806388e-03	1.304828e-04
2.250000e+00	1.530000e+00	1.731106e-03	1.385965e-04
2.250000e+00	1.520000e+00	1.643437e-03	1.481774e-04
2.250000e+00	1.510000e+00	1.504808e-03	1.522530e-04
2.250000e+00	1.500000e+00	1.311217e-03	1.487672e-04
2.250000e+00	1.490000e+00	9.063284e-04	1.381863e-04
2.250000e+00	1.480000e+00	8.964529e-04	1.273884e-04
2.250000e+00	1.470000e+00	8.814961e-04	1.208837e-04
2.250000e+00	1.460000e+00	8.152450e-04	1.150208e-04
2.250000e+00	1.450000e+00	7.391600e-04	1.115851e-04
2.250000e+00	1.440000e+00	6.513554e-04	1.096521e-04
2.250000e+00	1.430000e+00	5.358539e-04	1.078479e-04
2.250000e+00	1.420000e+00	4.246012e-04	1.102011e-04
2.250000e+00	1.410000e+00	3.242295e-04	1.101381e-04
2.250000e+00	1.400000e+00	2.576851e-04	1.076020e-04
2.250000e+00	1.390000e+00	1.637604e-04	1.113575e-04
2.250000e+00	1.380000e+00	6.763226e-05	1.136089e-04
2.250000e+00	1.370000e+00	4.318994e-05	1.098178e-04
2.250000e+00	1.360000e+00	4.831182e-05	1.067818e-04
2.250000e+00	1.350000e+00	1.010628e-04	1.090931e-04
2.250000e+00	1.340000e+00	1.672040e-04	1.121936e-04
2.250000e+00	1.330000e+00	2.046745e-04	1.118177e-04
2.250000e+00	1.320000e+00	2.490767e-04	1.098185e-04
2.250000e+00	1.310000e+00	2.961480e-04	1.094211e-04
2.250000e+00	1.300000e+00	3.198690e-04	1.145955e-04
2.250000e+00	1.290000e+00	3.396197e-04	1.169879e-04
2.250000e+00	1.280000e+00	3.650614e-04	1.196091e-04
2.250000e+00	1.270000e+00	3.400026e-04	1.218531e-04
2.250000e+00	1.260000e+00	3.470859e-04	1.264535e-04
2.250000e+00	1.250000e+00	3.729392e-04	1.337272e-04
2.250000e+00	1.240000e+00	3.556973e-04	1.417036e-04
2.250000e+00	1.230000e+00	3.451760e-04	1.603948e-04
2.250000e+00	1.220000e+00	2.602754e-04	1.691086e-04
2.250000e+00	1.210000e+00	2.614818e-04	1.482099e-04
2.250000e+00	1.200000e+00	2.596471e-04	1.157994e-04
2.250000e+00	1.190000e+00	2.343345e-04	1.036972e-04
2.250000e+00	1.180000e+00	1.933599e-04	9.336310e-05
2.250000e+00	1.170000e+00	1.514603e-04	7.821758e-05
2.250000e+00	1.160000e+00	1.499850e-04	6.715752e-05
2.250000e+00	1.150000e+00	1.200947e-04	6.151232e-05
2.250000e+00	1.140000e+00	1.163369e-04	5.666212e-05
2.250000e+00	1.130000e+00	8.254721e-05	4.889672e-05
2.250000e+00	1.120000e+00	5.756951e-05	3.995272e-05
2.250000e+00	1.110000e+00	3.623661e-05	3.455612e-05
2.250000e+00	1.100000e+00	2.695652e-05	2.945952e-05
2.500000e+00	2.000000e+00	3.742652e-03	5.928461e-05
2.500000e+00	1.990000e+00	3.734316e-03	5.960119e-05
2.500000e+00	1.980000e+00	3.715563e-03	6.014470e-05
2.500000e+00	1.970000e+00	3.687191e-03	6.062210e-05
2.500000e+00	1.960000e+00	3.659811e-03	6.091826e-05
2.500000e+00	1.950000e+00	3.625917e-03	6.109972e-05
2.500000e+00	1.940000e+00	3.575652e-03	6.155668e-05
2.500000e+00	1.930000e+00	3.514463e-03	6.210745e-05
2.500000e+00	1.920000e+00	3.443208e-03	6.268341e-05
2.500000e+00	1.910000e+00	3.373397e-03	6.300500e-05
2.500000e+00	1.900000e+00	3.293950e-03	6.327980e-05
2.500000e+00	1.890000e+00	3.215807e-03	6.338971e-05
2.500000e+00	1.880000e+00	3.133520e-03	6.326193e-05
2.500000e+00	1.870000e+00	3.045155e-03	6.289368e-05
2.500000e+00	1.860000e+00	2.954321e-03	6.306693e-05
2.500000e+00	1.850000e+00	2.873216e-03	6.340604e-05
2.500000e+00	1.840000e+00	2.806655e-03	6.364928e-05
2.500000e+00	1.830000e+00	2.741954e-03	6.357901e-05
2.500000e+00	1.820000e+00	2.687396e-03	6.348141e-05
2.500000e+00	1.810000e+00	2.640624e-03	6.384092e-05
2.500000e+00	1.800000e+00	2.591846e-03	6.427341e-05
2.500000e+00	1.790000e+00	2.553378e-03	6.487731e-05
2.500000e+00	1.780000e+00	2.548804e-03	6.580150e-05
2.500000e+00	1.770000e+00	2.583943e-03	6.741833e-05
2.500000e+00	1.760000e+00	2.625037e-03	6.941427e-05
2.500000e+00	1.750000e+00	2.676782e-03	7.161976e-05
2.500000e+00	1.740000e+00	2.743625e-03	7.356439e-05
2.500000e+00	1.730000e+00	2.793488e-03	7.564430e-05
2.500000e+00	1.720000e+00	2.808620e-03	7.738496e-05
2.500000e+00	1.710000e+00	2.783475e-03	7.858159e-05
2.500000e+00	1.700000e+00	2.700306e-03	7.905191e-05
2.500000e+00	1.690000e+00	2.545248e-03	7.856074e-05
2.500000e+00	1.680000e+00	2.171065e-03	7.666689e-05
2.500000e+00	1.670000e+00	1.937384e-03	7.460413e-05
2.500000e+00	1.660000e+00	1.746733e-03	7.298411e-05
2.500000e+00	1.650000e+00	1.630114e-03	7.145263e-05
2.500000e+00	1.640000e+00	1.566882e-03	7.031929e-05
2.500000e+00	1.630000e+00	1.533787e-03	6.963964e-05
2.500000e+00	1.620000e+00	1.532383e-03	6.877128e-05
2.500000e+00	1.610000e+00	1.529674e-03	6.776444e-05
2.500000e+00	1.600000e+00	1.540140e-03	6.724274e-05
2.500000e+00	1.590000e+00	1.518924e-03	6.773293e-05
2.500000e+00	1.580000e+00	1.516190e-03	6.921792e-05
2.500000e+00	1.570000e+00	1.492070e-03	7.097092e-05
2.500000e+00	1.560000e+00	1.480652e-03	7.254621e-05
2.500000e+00	1.550000e+00	1.437980e-03	7.502508e-05
2.500000e+00	1.540000e+00	1.395871e-03	8.037526e-05
2.500000e+00	1.530000e+00	1.372381e-03	8.559177e-05
2.500000e+00	1.520000e+00	1.338826e-03	8.827532e-05
2.500000e+00	1.510000e+00	1.256853e-03	8.944633e-05
2.500000e+00	1.500000e+00	1.108237e-03	8.933342e-05
2.500000e+00	1.490000e+00	8.249975e-04	8.618131e-05
2.500000e+00	1.480000e+00	8.084068e-04	8.042442e-05
2.500000e+00	1.470000e+00	7.806766e-04	7.565951e-05
2.500000e+00	1.460000e+00	7.160908e-04	7.332830e-05
2.500000e+00	1.450000e+00	6.502476e-04	7.203910e-05
2.500000e+00	1.440000e+00	5.814905e-04	7.131039e-05
2.500000e+00	1.430000e+00	4.943048e-04	7.114618e-05
2.500000e+00	1.420000e+00	4.107342e-04	6.977591e-05
2.500000e+00	1.410000e+00	3.391031e-04	6.803979e-05
2.500000e+00	1.400000e+00	2.964177e-04	6.684045e-05
2.500000e+00	1.390000e+00	2.334462e-04	6.892872e-05
2.500000e+00	1.380000e+00	1.662436e-04	7.143414e-05
2.500000e+00	1.370000e+00	1.433398e-04	7.129718e-05
2.500000e+00	1.360000e+00	1.340766e-04	7.054723e-05
2.500000e+00	1.350000e+00	1.536407e-04	6.846114e-05
2.500000e+00	1.340000e+00	1.838689e-04	6.666813e-05
2.500000e+00	1.330000e+00	1.970010e-04	6.792020e-05
2.500000e+00	1.320000e+00	2.177974e-04	7.084133e-05
2.500000e+00	1.310000e+00	2.377644e-04	7.206699e-05
2.500000e+00	1.300000e+00	2.397747e-04	7.052831e-05
2.500000e+00	1.290000e+00	2.455579e-04	7.169126e-05
2.500000e+00	1.280000e+00	2.483414e-04	7.716242e-05
2.500000e+00	1.270000e+00	2.197625e-04	7.625299e-05
2.500000e+00	1.260000e+00	2.093266e-04	7.578453e-05
2.500000e+00	1.250000e+00	2.114291e-04	7.938228e-05
2.500000e+00	1.240000e+00	1.872369e-04	8.731233e-05
2.500000e+00	1.230000e+00	1.674177e-04	9.060746e-05
2.500000e+00	1.220000e+00	1.118802e-04	8.573135e-05
2.500000e+00	1.210000e+00	1.112793e-04	8.566144e-05
2.500000e+00	1.200000e+00	1.199214e-04	7.943286e-05
2.500000e+00	1.190000e+00	1.159940e-04	6.836037e-05
2.500000e+00	1.180000e+00	9.940540e-05	6.034782e-05
2.500000e+00	1.170000e+00	8.387435e-05	5.432836e-05
2.500000e+00	1.160000e+00	8.757764e-05	4.470738e-05
2.500000e+00	1.150000e+00	7.253018e-05	4.022366e-05
2.500000e+00	1.140000e+00	6.699670e-05	3.675238e-05
2.500000e+00	1.130000e+00	4.573854e-05	3.174844e-05
2.500000e+00	1.120000e+00	2.955488e-05	2.532583e-05
2.500000e+00	1.110000e+00	1.662931e-05	1.994794e-05
2.500000e+00	1.100000e+00	9.298856e-06	1.462594e-05
2.774000e+00	1.150000e+00	1.415056e-04	3.283256e-05
2.774000e+00	1.200000e+00	2.004368e-04	6.529506e-05
2.774000e+00	1.250000e+00	1.694899e-04	5.648124e-05
2.774000e+00	1.300000e+00	1.639854e-04	4.794941e-05
2.774000e+00	1.350000e+00	1.054728e-04	5.558145e-05
2.774000e+00	1.400000e+00	2.382401e-04	6.973873e-05
2.774000e+00	1.450000e+00	6.181719e-04	9.536586e-05
2.774000e+00	1.500000e+00	6.124653e-04	1.148572e-04
2.774000e+00	1.550000e+00	8.496900e-04	1.030350e-04
2.774000e+00	1.600000e+00	1.078072e-03	1.043559e-04
2.774000e+00	1.650000e+00	1.069557e-03	1.276904e-04
2.774000e+00	1.700000e+00	1.696165e-03	1.475324e-04
2.774000e+00	1.750000e+00	1.537271e-03	1.297619e-04
2.774000e+00	1.800000e+00	1.645616e-03	1.296310e-04
2.774000e+00	1.850000e+00	1.935702e-03	1.389443e-04
2.774000e+00	1.900000e+00	2.204936e-03	1.481555e-04
2.774000e+00	1.950000e+00	2.428253e-03	1.563308e-04
2.774000e+00	2.000000e+00	2.564259e-03	1.643599e-04
2.774000e+00	2.050000e+00	2.686684e-03	1.668895e-04
2.774000e+00	2.100000e+00	2.742354e-03	1.710069e-04
